Credit_total	Sexe	Education	Statut_marital	Age	Statut_mois_1	Statut_mois_2	Statut_mois_3	Statut_mois_4	Statut_mois_5	Statut_mois_6	Montant_mois_1	Montant_mois_2	Montant_mois_3	Montant_mois_4	Montant_mois_5	Montant_mois_6	Versement_mois_1	Versement_mois_2	Versement_mois_3	Versement_mois_4	Versement_mois_5	Versement_mois_6	Defaut_de_paiement
1190	1	2	1	42	2	2	2	0	0	0	214	221	229	251	262	273	24	24	36	24	24	24	0
238	1	3	2	44	1	2	0	0	0	0	186	180	204	228	232	241	0	27	28	8	12	5	0
1190	2	2	2	22	0	0	0	0	0	0	680	683	555	388	225	224	35	33	31	10	10	10	0
714	1	1	2	33	2	2	2	2	2	2	649	613	655	643	641	608	0	71	24	31	0	24	1
9286	2	2	2	31	0	0	2	0	0	0	2454	2535	2111	1958	1704	1726	181	0	84	80	71	143	0
1190	1	2	2	32	0	0	0	0	0	0	1102	650	977	705	627	678	39	690	24	31	62	30	0
1429	2	2	1	38	1	2	2	2	0	0	529	514	576	560	583	596	0	71	0	36	26	24	0
7143	1	2	1	37	-2	-2	-1	-1	0	0	72	572	148	810	595	613	290	149	811	2	335	73	0
8571	2	1	2	26	-2	-2	-2	-1	0	0	0	0	0	564	601	560	0	0	564	48	81	100	0
3095	2	2	1	45	0	0	0	0	-2	-2	3020	2780	1425	0	0	0	126	62	0	0	0	0	0
1190	1	2	1	45	0	0	0	0	0	0	1180	1177	1169	789	461	451	53	39	36	252	16	17	0
7619	1	2	2	32	0	0	0	-1	0	0	6691	4454	3582	4000	3388	3656	249	1905	4147	238	357	42	0
476	2	1	2	24	-1	2	0	0	0	2	457	374	236	195	283	114	0	24	0	119	129	317	0
4762	1	1	1	31	0	0	0	0	0	0	4263	3797	3875	3894	3963	4009	119	121	119	143	107	476	0
1190	2	1	2	30	1	2	2	2	2	2	998	1025	1049	1067	1106	1133	50	48	43	64	48	40	0
11905	1	1	2	40	0	0	0	0	0	0	8413	7636	7645	7561	6649	5695	405	278	357	214	225	238	0
5952	2	2	1	36	0	0	0	0	0	0	3018	3085	3160	3234	3309	3352	109	119	119	119	90	112	0
5714	2	1	2	29	0	0	0	0	0	0	4452	3987	4002	3966	3952	3951	131	143	210	143	143	143	0
1667	1	1	2	30	0	0	0	2	0	0	55	1325	1417	1371	1378	1449	1310	138	0	54	107	0	1
4048	1	2	1	42	1	-1	-1	-2	-2	-1	0	40	0	0	0	113	40	0	0	0	113	0	0
4762	2	2	2	28	-1	-1	-1	-1	0	0	210	226	86	183	139	164	231	86	183	60	143	165	0
2143	2	1	2	24	0	0	0	0	0	2	730	605	658	628	656	420	69	214	0	48	0	253	0
3571	2	2	1	50	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	1
11190	2	2	2	30	0	0	0	0	0	0	632	601	667	646	641	675	34	119	34	48	48	238	0
3571	2	1	2	30	-2	-2	-2	-2	-2	-2	298	133	145	104	0	0	133	145	104	0	0	0	0
4762	1	1	2	37	2	2	2	2	2	2	3741	3966	4009	3909	4024	4097	321	143	0	179	143	95	1
2857	1	1	2	24	2	-1	0	0	-2	-1	32	50	59	28	0	82	50	28	28	0	82	0	1
6667	1	3	1	47	-1	-1	-2	-2	-1	-1	59	85	113	57	57	83	85	114	57	57	84	68	0
4762	2	1	1	42	-1	-1	2	-1	-1	-1	19	18	18	125	32	86	18	0	125	32	54	0	0
8333	1	1	2	27	1	-2	-2	-2	-1	-1	521	1626	3873	322	864	357	3269	3914	1	869	358	337	0
5714	1	1	1	35	1	-1	-1	0	0	0	0	283	137	24	15	180	283	137	0	4	177	0	0
1190	2	2	1	31	0	0	0	0	0	-2	1138	1208	1274	100	0	0	89	56	57	0	0	412	1
4286	2	2	1	27	2	2	0	0	0	0	4450	3994	2997	2840	2798	2607	0	143	87	88	81	66	1
2143	1	1	1	41	0	0	0	0	0	0	2114	2070	2056	1599	734	1204	83	95	71	60	1005	45	0
1667	1	2	2	43	0	0	0	0	0	0	1424	1363	692	680	694	701	38	41	24	25	27	24	0
2143	1	2	2	25	0	0	0	0	0	0	1903	1616	1594	1614	1137	1147	71	71	71	71	48	48	0
4762	2	2	2	34	-1	-1	0	-1	-1	-1	306	226	166	674	315	267	329	162	674	316	268	284	1
1190	2	2	1	50	0	0	0	0	0	0	523	487	493	407	387	389	48	31	29	24	17	13	0
714	1	1	2	23	0	0	0	0	0	0	721	671	700	707	682	685	36	41	25	24	25	24	0
1905	1	3	1	37	0	0	0	0	0	0	1236	1227	1177	1116	1106	1147	72	50	72	48	71	476	0
1905	2	2	1	46	0	0	0	0	0	0	1816	1842	918	818	858	915	81	71	71	71	71	71	0
11667	1	1	2	41	0	0	0	0	0	0	8216	8435	1368	1425	699	726	238	95	83	23	36	83	0
3571	2	1	2	27	0	0	-1	0	0	0	83	52	42	228	1425	1327	48	42	214	1310	95	95	0
4762	2	1	2	27	0	0	0	0	0	0	222	143	115	50	54	114	48	67	26	30	90	74	0
7143	1	2	1	31	-1	-1	-1	-1	-1	-1	305	338	309	352	305	338	338	309	353	305	338	336	0
2143	2	3	1	44	-1	-1	-1	-1	-1	-1	35	35	35	35	35	35	35	35	35	35	35	824	0
3095	2	2	1	43	-1	-1	-1	-1	-1	-1	55	161	67	85	266	37	161	67	85	270	37	26	0
1190	2	2	2	48	0	0	0	0	0	0	1212	1175	236	241	241	241	33	29	8	10	9	10	0
1190	1	2	2	28	0	0	0	0	0	0	1157	1164	1157	886	673	677	55	48	34	24	38	38	0
6905	2	1	2	37	1	-2	-1	-1	-1	-1	0	0	75	0	56	0	0	75	0	56	0	0	0
1905	1	1	2	26	0	0	0	0	0	0	1774	1813	1663	1162	1154	1154	180	71	43	43	48	48	0
3333	1	3	1	54	-1	-1	-1	-1	-1	-1	25	46	24	23	47	45	46	24	23	47	45	43	0
2857	2	2	1	42	0	0	0	0	0	0	2732	2714	2714	2743	2774	2686	96	119	95	119	95	119	0
5000	2	1	2	28	0	-1	0	0	-1	0	236	165	588	983	253	256	165	571	524	476	119	71	0
7381	1	1	2	38	-2	-2	-2	-2	-2	-2	24	24	24	24	36	24	24	24	24	36	24	24	0
714	2	2	2	42	-1	-1	2	-1	-1	-1	20	40	20	9	9	9	40	0	9	9	9	0	0
3095	2	2	2	29	2	2	2	2	2	2	69	106	115	101	123	100	48	24	0	24	0	36	1
6190	2	2	2	34	0	0	0	0	0	0	954	908	922	904	955	827	48	72	120	167	71	238	0
1190	2	2	2	31	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
5476	2	3	2	26	0	0	0	0	0	0	342	369	385	282	282	149	33	25	7	11	8	12	0
1190	1	1	2	26	-1	-1	-1	-1	2	2	13	13	13	46	29	42	13	13	46	0	25	0	1
5952	1	1	2	27	0	0	0	0	0	0	3441	4371	4429	4440	2698	0	1026	166	2619	0	0	3162	0
1667	2	2	2	25	0	0	0	0	2	2	1760	1678	1218	836	682	668	71	48	107	29	0	29	1
6429	2	2	1	33	-1	-1	-1	-1	-1	-1	55	129	27	1355	116	222	129	27	1355	116	227	47	0
1667	2	2	2	36	0	0	0	0	0	0	1620	1616	1409	698	687	701	80	49	42	28	29	31	1
8095	2	3	1	37	-1	-1	-1	-1	-1	-1	388	477	216	225	301	174	477	217	226	301	174	236	0
5476	2	2	1	43	0	0	0	0	0	0	987	1003	1036	1060	1054	1085	40	71	48	37	48	48	0
4048	2	1	2	26	0	0	0	0	0	0	2582	2616	2021	1967	2009	2050	86	74	71	74	74	79	0
2857	2	2	2	24	0	0	0	0	0	0	694	712	736	781	767	759	36	36	57	28	35	26	0
476	1	2	2	24	1	2	2	0	0	2	184	208	202	226	246	238	31	0	28	24	0	29	0
714	1	3	1	64	2	2	2	0	0	0	324	335	346	364	382	481	24	24	24	24	110	0	1
5714	1	3	1	57	0	0	0	0	0	0	5351	5496	5573	3928	3998	4074	228	188	146	132	136	137	0
1190	1	2	2	25	0	0	0	0	-2	-2	1043	994	492	0	0	0	39	39	0	0	0	0	0
6429	2	1	2	37	-2	-2	-2	-2	-2	-2	187	152	383	32	13	0	152	383	32	13	0	3070	0
4524	1	1	1	37	0	0	0	0	0	-1	515	497	140	696	467	3535	48	92	598	241	3535	114	0
4524	1	2	1	42	0	0	0	0	0	0	746	688	638	650	615	543	36	36	48	36	21	24	0
1667	2	2	1	26	0	0	0	0	0	0	992	1016	1041	1094	1117	1140	40	41	71	40	41	42	0
714	2	2	1	23	0	0	0	0	0	0	648	658	681	686	236	289	35	39	25	48	123	99	0
476	2	2	2	22	1	2	2	2	0	0	349	336	442	425	430	426	0	111	0	17	13	24	0
5000	2	3	1	45	-1	-1	-1	-1	-1	-1	10	10	10	10	10	10	10	10	10	10	10	257	0
2381	1	2	2	25	0	0	0	0	0	0	2050	2024	2065	2079	1959	1996	76	75	83	71	79	68	0
3095	2	2	2	28	0	0	-1	0	0	0	3134	1555	55	2406	1959	2066	86	55	2381	83	190	95	0
11905	1	1	1	43	1	-2	-2	-2	-1	-1	0	0	0	0	4	112	0	0	0	4	112	24	0
1190	1	3	1	22	0	0	0	0	0	0	1106	1133	1154	1061	1030	318	52	48	48	50	24	24	0
476	2	2	3	47	1	2	0	0	0	0	222	204	228	236	239	248	24	28	12	10	14	0	0
5000	2	1	2	26	0	0	0	0	0	0	553	202	427	450	461	514	83	238	48	24	71	24	0
1667	1	3	3	26	1	2	2	0	0	0	930	956	934	949	978	1022	48	0	38	48	64	36	1
2857	2	1	2	35	2	2	2	2	0	0	2633	2493	2673	2574	2109	2086	0	257	0	83	81	83	1
4286	2	2	2	32	0	0	0	0	0	0	1305	1355	1368	1395	1424	1425	71	50	50	52	24	52	0
1190	2	4	2	48	0	0	0	0	0	0	1141	805	1436	863	19	0	48	48	78	0	0	0	0
4762	1	4	2	28	-1	-1	-1	-1	-1	0	41	26	63	179	919	405	26	67	627	1193	2	42	0
1190	1	2	2	24	0	0	0	0	0	0	172	197	221	229	230	236	63	27	12	8	10	5	0
476	2	2	2	29	0	0	0	0	0	0	420	323	338	365	423	477	71	119	71	71	71	71	0
7143	2	1	2	26	-1	-1	-1	-1	-1	-1	92	46	19	85	16	0	46	19	85	16	0	81	0
2381	2	3	1	28	3	4	3	2	0	-1	2642	2534	2411	1164	678	92	0	0	0	38	92	1	1
5714	2	1	2	30	-1	-1	-1	-1	-1	0	80	0	111	36	176	16	0	111	36	176	0	0	0
9048	2	2	1	31	1	-2	-1	-1	-2	-1	83	92	209	190	126	349	92	211	191	128	350	582	0
4286	1	1	1	35	-1	-1	-1	-1	-1	-1	14	9	9	20	24	9	9	9	20	24	9	139	0
1429	1	2	2	27	0	0	0	0	2	0	629	660	678	739	710	673	40	34	71	0	23	22	0
2619	1	1	2	26	0	0	0	0	0	0	1388	1378	1129	1137	1087	632	52	52	36	434	36	48	0
9524	1	2	2	29	0	0	0	0	0	0	976	1008	1027	1053	1073	1096	48	43	43	40	40	43	1
1190	1	1	2	25	0	0	0	-2	-2	-2	1200	1102	0	0	0	0	119	0	0	0	0	0	0
4286	2	2	2	25	0	0	0	0	0	0	3377	3352	3429	3489	3554	3617	122	143	126	131	131	143	0
11905	1	2	1	41	0	0	0	0	0	0	11396	11106	5712	4402	1137	824	333	305	102	73	86	74	0
4762	2	2	2	33	0	0	0	0	0	0	4735	4664	4531	3916	3930	3953	183	179	117	121	126	110	1
1190	2	3	1	36	-2	2	2	0	0	0	1232	2290	1163	919	465	471	7	124	48	18	124	19	1
11429	1	1	1	61	0	0	0	0	0	0	2179	2241	2270	2325	2193	1900	119	95	171	95	60	71	0
1667	2	2	2	25	1	2	0	0	0	0	1742	1672	1682	1698	1689	1726	0	62	71	71	143	0	0
1190	2	2	1	47	0	0	0	0	0	0	1166	1034	809	709	709	706	48	36	25	26	26	29	0
476	1	3	2	43	-1	0	0	-1	0	0	145	157	67	263	251	218	25	24	263	7	4	0	1
1190	2	1	2	24	1	2	2	0	0	2	1209	1242	1216	1213	1217	1175	60	0	50	83	0	48	0
2381	2	3	1	29	4	3	2	0	0	-1	4177	3666	3146	2725	2780	2285	0	0	0	56	2430	0	1
5476	2	1	1	51	-1	-1	-1	-1	-1	-1	23	55	66	2	80	55	55	66	2	80	55	57	1
1905	1	2	2	32	1	2	0	0	0	-2	1957	1897	672	510	0	0	0	29	34	0	0	0	0
10238	1	1	2	40	-2	-2	-2	-2	-2	-2	50	197	104	11	138	106	198	105	11	138	107	94	0
3571	2	2	2	40	-2	-2	-2	-2	-2	-2	202	83	112	137	8	8	84	112	137	8	8	572	0
1190	1	2	2	29	-1	-1	0	-1	-1	-1	122	223	122	122	122	122	223	24	122	122	122	62	0
1190	1	2	2	42	0	0	0	0	0	0	1126	1132	1109	405	252	226	60	48	60	12	12	12	0
476	2	1	2	23	0	0	0	0	0	0	462	418	432	456	436	446	31	33	31	17	17	24	0
1905	1	2	2	36	2	0	0	0	0	0	1888	1869	1870	1905	1815	1863	74	83	81	71	83	71	0
7143	2	1	1	47	3	2	2	2	2	2	119	119	119	119	119	119	0	0	0	0	0	0	1
7857	1	1	2	33	0	0	0	0	0	0	5320	2907	2999	3025	3024	3094	119	143	86	95	95	95	0
2143	2	2	2	23	0	0	0	0	0	0	2182	2110	2150	2175	2164	2163	100	98	79	81	79	148	0
2381	2	2	1	36	0	0	0	0	0	0	2310	2288	2325	2190	1665	1715	119	119	83	71	71	120	0
6667	1	1	1	26	0	0	0	0	0	0	6615	6797	6032	5266	4644	4515	300	270	181	158	167	164	0
3810	2	1	1	41	-1	-1	-1	-1	-1	-1	581	189	26	0	955	450	189	26	0	955	450	100	0
476	1	3	2	45	0	0	0	0	0	0	125	170	215	259	302	341	48	48	48	48	48	48	1
5238	1	3	2	33	0	0	0	0	0	0	1495	2071	1373	1807	1180	846	952	595	595	238	238	238	0
714	1	3	1	42	0	0	2	-1	-1	2	348	485	439	100	326	315	143	1	119	326	0	238	0
4286	2	2	1	34	0	0	0	0	0	0	1131	622	433	402	359	181	36	72	120	119	48	22	0
2143	2	2	2	34	-1	2	2	-2	-2	-2	209	179	0	0	0	0	0	0	0	0	0	0	0
11667	1	1	2	30	0	0	0	0	0	0	5968	6060	6066	6038	5545	5632	263	238	238	215	238	238	0
8571	2	1	1	45	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
10000	1	2	1	34	0	0	0	0	0	0	6035	5899	5454	5261	5014	4479	232	227	181	186	173	270	0
7619	1	1	1	44	-2	-2	-2	-2	-2	-2	335	162	321	71	48	21	162	321	71	48	21	32	0
1667	2	2	1	27	2	2	2	0	0	2	614	689	671	677	723	736	86	0	25	57	29	0	1
4762	1	1	2	32	0	0	0	0	0	0	6432	6561	6715	6814	6314	6461	262	286	262	357	238	262	0
3095	1	1	2	25	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
5000	2	2	1	34	-1	-1	-1	-1	-1	-1	81	114	9	83	84	109	114	9	83	84	109	59	0
5476	2	1	2	35	-2	-2	-2	-2	-2	-2	18	7	10	16	14	15	7	10	16	14	15	12	0
11429	2	1	2	34	-1	-1	-1	0	-1	-1	472	83	185	112	106	2301	83	191	108	106	2302	163	0
5000	2	2	1	45	0	0	0	0	0	0	4840	4499	4376	3631	3247	3135	155	169	143	106	107	101	0
5000	1	2	1	42	-2	-2	-2	-2	-2	-2	0	27	24	48	12	126	27	24	48	12	126	87	0
9286	2	3	2	43	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	12	1
8810	2	3	2	31	-1	-1	-1	2	-1	-1	67	40	948	838	89	53	40	1022	0	89	55	1028	0
4048	1	1	2	32	2	2	-2	-2	-2	-1	50	0	0	0	0	149	0	0	0	0	149	0	1
1905	1	3	1	48	0	0	0	0	0	0	1703	1674	1474	638	606	619	88	55	22	25	26	26	0
1905	2	2	1	39	0	0	0	0	0	-1	208	316	268	320	161	5	119	119	71	48	5	0	0
2381	1	4	1	45	0	0	0	0	0	0	2250	2278	2339	2155	1966	539	119	119	76	50	1190	0	0
3571	1	1	2	35	0	0	0	0	0	0	3511	3612	3098	1872	1899	1875	476	119	48	167	357	119	0
1905	2	2	2	24	-2	-2	-1	-1	-1	-1	27	19	4	42	0	28	19	4	42	0	28	0	0
4762	2	1	2	29	-1	-1	-1	-1	-1	-1	134	60	60	60	313	13	60	60	60	313	13	10	0
1190	2	2	1	41	1	2	2	2	2	0	379	366	393	404	368	351	0	40	24	0	16	11	0
7619	2	2	1	43	2	0	0	0	0	0	12396	9122	9327	9528	9726	3735	238	262	262	257	143	118	1
5476	2	3	1	43	-2	-2	-2	-2	-2	-2	26	60	23	10	10	10	60	23	10	10	10	10	0
1429	2	2	1	32	1	2	0	0	0	0	1459	1380	1417	1443	728	682	0	74	73	27	29	29	1
4286	2	1	2	33	2	2	2	2	2	2	2825	2980	3021	3032	2983	3195	238	124	95	36	262	24	1
6667	2	2	1	31	0	0	0	0	0	0	4952	4980	5093	124	102	24	121	121	3	2	1	3	0
6905	1	2	1	30	-1	-1	-1	0	0	0	201	184	5658	5630	3486	3538	184	5658	212	126	132	112	0
1190	2	1	1	31	1	2	2	0	0	0	1212	1219	1193	1198	707	720	52	0	55	26	33	29	1
238	1	2	1	50	2	2	7	7	7	7	57	57	57	57	57	57	0	0	0	0	0	0	1
4762	1	2	1	55	0	0	0	0	0	2	4393	4345	4288	4301	1815	1700	190	179	191	133	0	64	0
714	1	3	2	36	0	0	0	-2	-2	-2	722	714	0	0	0	0	42	0	0	0	0	0	1
6190	2	2	1	54	-1	-1	0	0	0	0	395	189	482	1252	463	482	196	477	1239	167	192	717	0
4286	2	1	2	29	-2	-2	-2	-2	-2	-2	2	0	0	0	0	0	0	0	0	0	0	0	0
476	2	3	2	45	-1	-1	-1	-1	-1	0	9	8	9	9	19	9	8	10	10	19	0	9	0
1190	2	2	1	34	2	2	2	2	0	0	485	463	466	457	463	857	39	19	5	16	15	16	0
6190	2	3	2	38	0	0	0	0	0	0	734	486	426	435	444	451	30	30	15	16	16	16	0
2857	2	1	1	39	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
238	2	2	1	29	0	0	0	0	0	0	171	194	228	241	236	191	36	48	24	7	8	71	1
5714	2	2	1	47	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
1667	2	2	2	24	-1	-1	-2	-2	-2	-1	133	0	0	0	0	632	0	0	0	0	632	48	0
3810	1	1	1	47	1	2	2	2	2	3	1398	1366	1426	1465	1551	1526	0	76	71	119	0	71	1
6905	2	2	1	49	0	0	0	0	0	0	6727	6708	5678	2052	1980	2022	255	308	71	68	71	78	1
1190	1	2	2	27	0	0	0	0	-1	-1	1130	860	762	794	2	0	45	43	2	2	29	0	0
5714	2	1	1	55	-1	0	0	-2	-2	-1	1910	1960	0	0	0	514	93	0	0	0	514	0	0
1190	2	3	1	45	0	0	0	0	0	0	478	449	513	623	635	661	31	71	119	23	36	71	0
476	1	2	2	24	0	0	2	2	0	0	409	491	492	455	431	473	95	17	0	24	48	19	1
1429	1	2	1	36	0	0	0	0	0	0	1097	1127	1151	1175	1203	1231	48	43	43	48	48	48	0
7619	2	1	1	37	-2	-2	-2	-2	-2	-2	346	70	72	100	101	64	70	72	100	102	64	87	0
5000	2	2	2	30	-1	0	0	0	0	0	39	792	819	841	863	882	762	48	36	36	33	38	0
8571	2	3	1	44	-1	-1	-1	-1	-1	-1	68	44	49	52	228	8	44	49	56	229	8	8	0
714	2	1	2	25	-2	-2	-2	-2	-2	-2	229	107	210	194	153	12	0	167	0	4	0	0	0
4762	1	1	1	49	2	-1	-1	-1	-1	0	10	10	10	0	20	10	10	10	0	30	0	10	0
3095	2	1	2	27	0	0	0	0	0	0	1625	1577	1597	1527	379	393	71	60	48	36	24	24	0
238	2	3	2	22	0	0	2	0	0	0	238	233	226	213	218	205	58	0	7	8	8	24	1
3810	2	1	1	35	1	-2	-1	-1	-2	-2	0	0	152	0	0	0	0	152	0	0	0	200	0
2619	1	1	2	33	0	0	0	0	0	0	2649	2654	1529	1359	2684	1358	95	67	52	52	71	48	0
1429	1	2	1	45	0	0	0	0	0	0	1429	1447	1186	1213	459	428	57	54	71	36	24	36	1
6190	1	1	2	37	0	0	0	0	0	0	2668	2586	2381	2423	2398	2362	119	119	119	119	119	119	0
3810	1	3	2	25	0	0	-2	-2	-2	-2	748	0	0	0	0	0	0	0	0	0	0	0	0
3571	2	2	2	27	0	0	0	0	0	0	3495	3312	3200	3205	2169	1631	156	238	113	79	54	17	0
8571	2	1	2	31	-2	-2	-2	-2	-2	-2	82	798	58	135	1567	418	802	58	136	1575	419	192	0
3095	2	2	2	29	2	0	0	0	0	0	2877	2936	3008	3077	3145	3075	107	119	119	119	112	119	1
2381	1	1	2	31	2	2	2	2	2	2	804	784	847	826	880	862	0	76	0	67	0	36	1
2143	2	2	1	32	1	2	2	2	2	2	2048	1995	2109	2056	2169	2127	0	171	0	148	1	79	0
1905	2	3	1	28	0	0	0	0	0	0	1807	813	771	777	766	750	48	41	48	48	71	71	0
7143	1	2	1	30	-2	-1	-1	-1	-2	-1	21	5	34	41	92	14	5	37	42	93	14	97	0
4048	1	1	2	26	0	0	0	0	0	0	2812	2674	2557	2287	2309	2231	90	310	86	72	74	69	0
1190	1	3	1	45	0	0	0	0	0	0	711	358	134	152	170	187	40	30	24	24	24	24	0
2381	1	2	1	48	0	0	2	2	2	2	276	347	382	393	380	422	83	48	24	0	48	0	0
1905	2	4	1	25	0	0	0	0	0	0	1766	1793	1781	1805	1844	1878	83	95	81	95	80	66	0
1190	1	3	2	26	0	0	0	0	0	-1	575	479	475	471	255	480	45	29	1	25	481	14	0
1190	1	2	1	45	1	2	0	0	0	0	489	377	435	474	473	458	0	71	48	24	48	0	0
1905	2	3	2	42	0	-1	-1	2	0	-1	273	11	258	215	180	183	11	258	0	1	184	224	0
1190	2	3	2	59	0	0	0	0	2	2	1209	1195	1417	750	727	704	60	62	143	31	0	31	0
476	1	2	1	46	0	0	0	0	0	0	141	161	194	194	198	202	27	36	7	7	7	8	0
1190	2	3	1	44	0	0	0	0	0	0	1104	1128	1164	1186	210	214	42	55	52	4	4	233	0
5476	2	1	2	29	1	-1	-1	-1	0	0	0	4	27	27	27	27	4	27	27	0	0	0	0
1190	1	2	1	41	0	0	0	0	0	0	1038	1080	1115	1158	461	479	60	60	71	36	48	71	0
9048	2	1	1	33	0	0	0	0	0	0	8879	8430	7794	5894	3057	3067	315	227	145	72	81	144	0
1429	2	2	1	50	0	0	0	0	0	0	793	783	777	708	641	594	37	37	32	21	21	71	0
714	1	2	2	23	0	0	2	2	0	0	343	782	407	115	115	0	76	48	0	0	0	0	0
2857	1	1	1	51	0	0	0	0	0	0	2796	2804	2905	2721	2718	2783	105	191	100	100	190	95	0
1905	2	2	1	44	0	0	0	0	0	0	1121	583	610	501	441	454	35	38	20	16	20	22	0
3333	2	2	2	25	0	0	0	0	0	0	3276	3135	2738	1940	1972	1702	148	101	119	71	71	67	0
476	1	2	2	22	2	3	2	2	2	0	373	381	406	397	398	404	21	38	5	14	17	50	0
10952	2	1	1	34	-1	0	0	0	0	0	278	307	367	535	608	868	48	71	190	95	381	143	0
3095	2	2	1	33	-1	-1	-1	0	0	-2	990	0	330	340	0	0	0	330	24	0	0	0	0
3333	1	1	2	32	0	0	2	2	2	2	778	888	884	921	984	968	129	14	57	83	0	37	0
1190	2	2	1	40	0	0	0	0	0	0	1128	1131	1016	563	478	482	52	60	142	71	167	14	1
11905	1	1	1	46	0	0	0	0	0	0	9698	9615	9192	9262	9349	9318	358	333	333	334	357	334	0
8095	2	1	2	38	0	0	0	0	0	0	5964	5824	5750	6549	6391	6252	262	263	1191	200	238	238	0
2381	2	3	2	39	-1	-1	-1	-1	-1	-1	27	14	0	16	48	75	14	0	16	48	75	27	0
11429	2	3	1	36	-1	0	0	-1	-1	-1	460	318	167	175	167	167	33	24	175	167	167	167	0
4048	2	1	1	52	-2	-1	0	0	-1	-1	10	70	130	10	179	152	70	71	0	179	152	40	0
3095	2	1	2	26	-1	-1	2	0	0	0	245	256	207	171	136	149	56	0	5	5	54	40	0
1905	2	2	1	37	2	2	2	2	2	-2	40	80	99	93	0	0	58	24	0	0	0	0	1
4762	1	3	2	28	0	0	0	0	0	0	4842	4788	4577	4288	4395	4508	168	168	143	155	177	0	0
6667	1	1	1	42	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
1667	1	2	1	40	0	0	0	0	0	0	130	155	179	204	215	226	26	27	29	14	14	14	0
1667	2	2	2	24	0	0	0	0	0	0	1593	1639	1652	1535	1572	1602	75	60	57	62	62	57	0
2619	2	2	1	31	0	0	0	0	0	0	2615	2624	954	979	996	1021	111	40	47	48	48	48	0
3571	2	1	2	33	0	0	0	0	0	0	46	73	97	46	46	0	28	28	24	0	0	0	1
714	1	1	2	25	-1	0	0	0	0	0	38	54	71	80	120	115	25	25	26	42	4	48	0
5714	2	2	2	26	0	0	0	0	0	0	3593	3365	3070	2958	2694	2713	156	151	139	92	95	91	0
1190	1	2	2	54	0	0	0	0	-2	-1	1723	1944	1606	0	0	387	357	63	0	0	387	48	0
1905	2	2	2	30	0	0	0	2	0	0	851	884	976	954	979	1002	46	115	0	40	43	43	0
3333	1	2	1	29	0	0	0	0	2	0	3356	3354	3288	3372	2632	2658	131	172	360	0	100	102	0
1905	2	1	2	23	0	0	0	0	0	0	597	492	731	564	563	534	36	286	48	24	24	26	0
3571	1	1	2	27	0	0	0	0	0	0	2036	2048	2050	2119	2138	2089	94	96	238	78	96	40	0
1667	1	2	2	30	0	0	0	0	0	0	1635	1565	1616	1647	1625	1470	56	76	75	62	56	31	0
2381	2	3	1	53	0	0	0	0	0	0	2375	2383	1793	1757	1800	1853	93	72	71	143	83	71	0
2619	2	2	2	39	0	0	0	0	0	0	2656	2628	2690	2581	2552	2555	131	140	131	119	119	102	0
714	1	2	1	48	0	0	0	0	0	0	639	664	687	662	599	611	42	42	41	25	26	26	0
1429	1	1	2	27	0	0	0	0	2	0	354	466	647	707	693	752	119	190	71	0	71	71	1
1190	1	2	2	21	0	0	0	0	0	0	501	649	270	198	174	0	71	24	0	0	0	0	0
6429	1	1	2	28	4	4	3	2	2	2	5664	5543	5419	5494	5617	5728	0	0	200	214	207	214	1
5714	2	1	1	37	-1	-1	-1	0	0	0	120	409	676	585	255	223	411	678	287	0	71	617	0
7143	2	1	1	58	-2	-2	-2	-2	-2	-2	30	68	0	103	0	0	68	0	103	0	0	163	0
1667	1	3	1	46	2	2	2	2	2	2	697	741	782	793	813	796	56	60	31	36	0	33	1
8333	2	3	1	38	-2	-2	-2	-2	-2	-2	31	72	52	189	119	87	73	52	192	119	87	139	0
5000	2	1	2	37	-1	-1	-1	-1	0	0	10	37	406	1742	1115	34	37	406	1742	22	1	15	0
476	2	3	1	26	0	0	0	0	0	0	323	355	406	320	189	19	38	75	30	4	0	0	0
10714	1	1	2	34	-1	-1	-1	-1	-1	-1	303	44	28	42	0	179	44	28	42	0	179	0	0
1190	1	2	2	31	1	2	0	0	0	0	433	298	341	352	379	368	0	48	24	37	18	71	0
5238	1	1	2	30	0	0	0	0	0	0	2086	2135	2164	2188	2234	2297	119	100	95	95	119	119	0
714	2	2	2	31	0	0	0	0	0	2	728	751	684	656	687	279	35	33	31	71	0	12	0
1667	2	1	2	27	1	2	2	2	2	2	1462	1493	1514	1534	1566	1598	69	60	60	60	62	24	0
714	2	4	1	36	-2	-2	-2	-2	-2	-2	210	0	103	16	0	2	0	103	16	0	2	0	0
1905	1	2	2	29	0	0	-2	-2	-2	-2	1956	0	0	0	0	0	0	0	0	0	0	0	0
