Credit_total	Sexe	Education	Statut_marital	Age	Statut_mois_1	Statut_mois_2	Statut_mois_3	Statut_mois_4	Statut_mois_5	Statut_mois_6	Montant_mois_1	Montant_mois_2	Montant_mois_3	Montant_mois_4	Montant_mois_5	Montant_mois_6	Versement_mois_1	Versement_mois_2	Versement_mois_3	Versement_mois_4	Versement_mois_5	Versement_mois_6
1905	2	1	2	24	-1	-1	-1	-1	-1	-1	9	25	9	18	9	18	25	9	18	9	18	9
7619	2	2	2	30	2	-1	-1	-1	-1	-1	10	10	10	10	44	44	10	10	10	44	44	51
2619	1	3	2	34	2	2	2	2	2	2	2056	2107	1946	2009	1911	1917	107	1	167	62	83	0
5000	2	1	2	28	0	0	0	0	0	0	1768	1764	1419	1235	1055	910	95	119	48	60	71	71
1190	1	3	1	54	0	0	0	0	0	0	919	945	969	992	1020	1085	48	48	39	48	86	0
2381	2	1	1	29	0	0	0	0	-2	-1	650	679	774	0	0	515	48	111	0	0	515	229
4762	1	2	1	42	0	0	0	0	0	0	1832	1779	1659	330	233	2783	119	97	71	49	2738	143
4762	1	3	2	27	0	0	0	0	0	0	1434	1453	769	739	514	381	98	119	72	72	72	71
3333	2	3	1	37	-1	0	0	0	-1	-1	110	110	132	66	9	9	27	35	24	9	9	9
5714	2	1	1	45	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0
4286	2	2	2	33	0	0	0	0	0	0	3663	3658	3463	3335	3149	2629	169	119	106	110	103	90
2143	2	2	2	24	0	0	0	0	0	2	304	366	391	415	451	440	75	38	38	50	0	36
3095	1	1	1	29	1	2	0	0	0	-1	3875	3410	3107	2360	2418	2140	0	143	119	119	2386	39
7381	1	2	1	44	0	0	0	0	0	0	94	143	184	211	291	346	60	48	48	83	60	36
238	1	1	2	26	0	0	0	0	0	0	152	176	204	232	240	242	27	31	36	11	12	19
1190	2	4	1	32	0	0	0	0	0	0	246	227	162	330	125	128	29	24	4	3	48	24
952	2	1	2	29	0	0	2	2	2	2	630	701	718	699	807	821	81	36	0	119	31	0
476	1	2	3	47	-1	-1	2	2	-1	-1	9	19	9	0	19	0	19	0	0	19	0	0
1190	1	2	1	46	0	0	0	0	0	0	1141	1164	1185	870	772	365	49	43	34	24	24	24
714	2	2	1	35	-1	-1	2	0	0	0	270	658	637	651	602	0	658	0	24	0	0	0
476	1	2	2	24	0	0	0	0	0	0	162	183	207	231	241	248	27	27	28	14	14	0
5000	1	2	2	28	0	0	0	0	0	0	4286	4390	4083	3172	2354	2098	214	179	131	100	107	92
476	2	2	1	35	1	2	2	2	0	0	389	376	438	424	429	395	0	76	0	18	17	18
1190	2	2	1	24	0	0	0	0	0	0	168	50	175	69	69	13	48	167	69	60	10	0
1190	2	2	1	22	0	0	0	0	0	0	815	829	848	875	403	387	37	42	54	14	17	24
714	1	3	2	30	1	2	2	2	2	2	103	121	151	169	190	183	24	36	24	24	0	24
1190	1	2	2	24	1	2	2	2	2	2	617	593	538	586	570	607	43	0	64	0	50	0
476	1	2	1	34	0	0	2	3	2	0	356	392	472	456	445	458	49	81	0	0	19	429
1429	2	2	1	32	0	0	0	0	0	0	1411	1410	1420	1383	1362	1444	51	51	49	52	126	0
714	1	1	2	26	1	2	2	0	0	0	586	557	541	533	523	536	40	0	40	21	24	21
3333	2	1	2	26	0	0	-2	-2	-2	-2	516	0	0	0	0	0	0	0	0	0	0	0
9524	1	1	2	30	0	0	0	0	0	0	3870	3698	4074	4113	3734	3329	238	762	429	119	95	238
1429	1	2	2	28	0	0	0	0	0	2	1006	884	908	926	988	958	185	39	33	76	0	48
5000	2	2	2	29	0	0	-1	-1	0	0	335	310	61	860	864	136	49	61	860	26	71	34
1190	2	1	2	27	0	0	0	0	0	0	1190	1135	1151	1100	1078	1101	50	58	50	38	48	45
5000	1	2	2	37	0	0	0	0	0	0	372	418	399	444	444	386	72	72	119	119	48	48
3571	2	2	1	42	0	0	0	0	2	0	378	247	144	115	148	115	31	25	33	37	3	6
5238	2	1	2	33	-1	2	-1	-1	-1	-1	16	8	25	28	49	5	0	25	28	49	5	118
3571	2	2	1	30	0	-1	-1	-1	-1	-1	36	29	0	45	0	3	29	0	45	0	3	0
476	1	1	1	44	0	0	0	0	0	0	428	780	382	338	316	291	48	36	24	19	24	24
8571	2	1	1	40	2	2	2	0	0	0	2504	2749	2670	2731	2806	2863	286	0	140	119	107	112
5238	1	2	1	32	-1	-1	-1	-1	-1	-1	37	73	138	28	43	28	73	139	29	43	29	43
1190	2	2	1	24	0	0	0	0	0	2	1107	821	638	662	707	639	36	38	36	55	0	40
6190	2	1	2	37	-2	-1	-1	-1	-1	-1	91	31	62	24	24	23	31	62	24	24	23	22
2619	2	1	2	27	-1	-1	-2	-2	-2	-2	54	0	0	0	0	0	0	0	0	0	0	111
5714	2	2	1	35	-1	-1	-1	-1	-1	-1	35	35	35	35	35	35	35	35	35	35	35	9
1429	1	2	1	32	0	0	0	0	0	2	733	616	642	649	722	574	36	38	21	107	0	24
2619	1	2	1	39	0	0	0	0	0	0	1178	961	822	877	773	853	72	71	71	71	95	71
2857	2	2	2	43	0	0	0	-1	0	0	2891	1432	1470	610	621	347	1839	522	611	121	0	120
5476	1	1	1	38	-1	-1	-1	-1	-1	-1	26	58	69	116	68	73	58	69	116	69	73	23
6667	2	2	1	30	0	0	0	0	0	0	1709	1763	1807	1851	1894	1948	95	71	71	71	83	95
3571	2	2	2	44	0	0	0	0	0	0	882	940	988	1045	1058	1081	71	63	71	36	38	48
4286	2	1	2	29	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0
7143	1	1	1	54	-1	-1	-1	-1	-1	-1	5	13	0	17	11	9	13	0	17	11	9	0
476	2	1	2	24	0	0	0	0	0	0	498	529	521	519	505	515	64	33	33	19	42	24
1190	1	2	1	34	1	2	0	0	0	0	1176	1129	1143	1173	669	719	0	60	83	24	81	0
1429	1	2	1	49	0	0	0	0	0	0	1419	1590	1560	421	464	457	524	52	60	60	95	62
476	1	2	2	25	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0
11905	1	1	2	28	0	0	0	0	0	0	2201	2307	2648	5990	7151	6428	168	477	3574	1790	273	266
5238	2	2	1	40	-2	-2	-2	-2	-2	-2	138	99	204	277	356	188	100	205	279	377	189	126
1905	1	1	1	33	0	0	0	0	0	0	1084	1499	862	866	990	658	48	238	48	155	190	119
714	2	1	2	23	0	0	0	0	0	0	340	363	51	697	633	618	31	48	667	19	12	13
11905	2	3	1	36	-2	-2	-2	-2	-2	-2	663	25	657	432	60	4029	25	658	596	60	4029	285
714	2	3	2	42	1	2	2	2	0	0	725	662	729	710	717	724	0	85	0	26	26	27
2381	2	2	2	26	0	0	0	0	0	0	1116	1146	1175	1203	1227	1254	48	48	48	48	48	48
476	1	2	2	26	1	-1	-1	0	0	0	0	3	240	242	248	0	3	243	13	14	24	0
1190	1	2	2	25	2	2	2	0	0	0	471	516	442	474	466	441	90	0	48	36	24	48
3571	2	2	1	42	1	-2	-2	-1	-1	-1	0	0	0	264	0	4	0	0	264	0	4	79
3095	2	1	2	27	-1	0	0	0	0	0	464	1261	631	453	531	619	833	239	190	119	143	190
11905	1	1	1	55	2	2	2	2	2	2	118	118	118	118	118	118	0	0	0	0	0	0
238	1	3	2	31	0	0	0	0	0	0	121	135	146	139	137	145	30	26	5	9	24	24
476	1	2	1	56	0	0	0	0	0	0	480	471	1264	405	437	469	36	31	60	48	48	24
3095	2	1	2	34	0	0	0	0	0	0	1591	665	595	658	713	653	71	71	71	71	119	71
714	2	1	2	25	0	0	0	0	0	0	471	499	530	538	550	563	36	40	24	24	22	18
714	2	2	1	54	0	0	0	0	0	0	925	701	794	718	644	697	48	107	57	95	73	25
3095	1	2	2	32	0	0	0	2	0	0	2602	2664	2654	2228	2276	2291	107	270	0	83	100	71
4048	1	2	2	27	0	0	0	0	0	0	3724	3406	3009	2842	2686	2577	169	131	119	119	119	119
9762	2	1	1	34	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	95
714	2	2	1	23	2	0	0	0	0	0	667	620	648	660	677	603	43	45	32	25	27	119
3810	2	3	1	44	0	-1	-1	2	2	2	144	38	69	55	66	52	48	72	0	24	0	119
1190	2	2	1	24	0	0	0	0	0	0	1176	1197	1206	1156	1182	1150	48	41	44	42	40	36
1190	1	2	2	37	1	2	0	0	0	0	684	666	690	708	724	796	0	35	29	31	88	0
7381	1	3	1	44	0	0	0	0	0	0	5684	5824	5959	6328	6458	6605	238	238	476	238	262	262
7143	2	1	2	43	1	-2	-2	-1	-1	-2	32	57	0	23	0	2	57	0	23	0	2	0
8571	1	2	1	43	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0
2143	2	2	2	24	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0
714	2	3	1	58	2	2	2	2	2	2	633	658	664	647	696	709	43	24	0	60	28	29
7857	1	3	1	46	0	0	0	0	0	0	5414	5446	5468	5419	5423	5433	195	193	191	195	200	195
7143	2	2	2	34	0	0	0	0	0	0	7093	5155	5279	5352	4346	2191	186	207	202	162	64	76
6667	1	2	2	30	-1	-1	-1	-1	-1	-1	16	39	16	16	16	16	39	16	16	16	16	0
476	2	2	2	27	0	0	0	2	0	0	397	355	225	230	145	138	37	56	12	24	76	48
476	2	1	2	26	0	0	0	0	0	0	437	468	392	397	413	406	39	36	17	24	24	14
1190	1	2	2	22	0	0	0	0	0	-1	1140	1061	682	464	47	179	37	36	25	7	483	24
1190	2	3	3	43	0	0	0	0	0	0	582	581	562	538	519	523	43	33	19	24	21	21
1905	2	1	1	37	-1	0	-1	-1	-1	-1	659	366	617	439	63	495	238	617	439	63	495	0
6905	2	2	1	48	-1	-1	-1	-1	-1	-1	747	747	33	357	78	0	748	33	357	78	0	80
1190	2	1	2	25	-1	2	-1	-1	-1	-1	215	72	54	52	0	141	0	54	52	0	141	0
1190	1	2	1	25	0	0	0	0	0	0	1006	1030	841	550	452	465	43	33	33	24	24	24
5000	2	2	2	35	0	0	0	0	0	0	3519	3229	2987	2462	1798	1715	119	167	119	95	58	71
3810	2	1	2	31	-1	2	-1	-1	-1	-1	36	17	33	21	21	52	0	33	22	21	52	19
10476	1	1	2	33	-1	2	-1	2	-1	3	27	8	19	4	63	52	0	31	0	66	0	0
1429	1	1	2	27	0	0	0	0	0	0	1375	1409	1405	666	681	696	70	39	24	26	26	22
1190	2	1	2	22	1	2	2	2	0	0	1015	991	1049	890	769	781	0	84	0	31	28	36
4762	1	3	2	42	-1	0	0	0	0	0	66	108	170	230	355	413	72	120	119	238	119	238
1667	1	1	2	31	0	0	0	0	0	0	1140	1249	1332	1508	1540	1617	143	119	238	71	119	71
5238	2	1	1	37	0	0	0	0	0	0	3624	3671	3785	3865	3909	4000	143	174	179	143	155	167
9286	2	2	1	24	0	0	0	0	0	0	391	404	367	321	970	941	36	36	24	714	48	71
2381	2	2	1	27	-2	-2	-2	-2	-2	-2	9	42	0	0	0	0	114	0	0	0	0	0
8571	2	1	2	33	-1	-1	-1	-2	-2	-2	21	276	0	0	0	0	276	0	0	0	0	122
476	1	2	2	24	2	2	4	4	4	4	39	39	39	39	39	39	0	0	0	0	0	0
3571	2	1	2	25	1	-2	-1	2	-1	-1	0	0	8	8	24	0	0	8	0	24	0	0
476	1	3	2	59	2	2	2	2	0	0	177	122	132	150	171	192	48	36	24	24	24	24
3571	2	2	1	53	-1	-1	-1	-1	-1	0	276	688	827	449	613	319	695	827	449	613	81	190
2381	2	2	1	41	-2	-2	-2	-1	-1	-2	9	9	0	22	0	0	19	0	22	0	0	0
10476	2	3	1	50	0	0	0	0	0	0	5972	3978	3448	1613	1573	1430	239	205	596	596	525	477
10714	2	1	2	36	1	-2	-1	-1	-1	-2	141	23	15	43	16	253	23	15	44	16	255	725
7381	2	2	2	27	0	0	0	0	0	0	2908	2628	2842	2701	3357	3456	238	241	476	717	718	480
1190	2	1	2	24	0	0	0	0	0	0	1203	1064	916	804	815	832	61	45	32	31	31	36
4286	2	1	2	27	-1	-1	-1	-1	-1	-1	15	43	126	667	23	0	43	127	667	23	0	11
238	1	2	1	29	0	0	0	0	0	0	193	232	136	157	178	199	48	71	26	24	24	48
952	1	1	2	35	1	2	2	2	2	3	264	252	486	495	527	512	0	238	24	48	0	0
3333	2	3	1	47	6	5	4	3	2	0	3614	3524	3435	3326	2161	2213	0	0	0	0	71	48
3571	2	2	1	51	0	0	0	0	0	0	3477	3514	3533	3564	2568	2586	167	181	143	95	98	102
1429	1	1	2	27	-1	-1	-1	-1	0	-1	33	126	38	138	28	25	126	714	280	0	25	30
476	1	2	2	24	0	0	0	0	-2	-2	433	454	467	0	0	0	36	24	0	0	0	0
2381	2	1	1	40	2	2	2	2	2	2	1510	1542	1504	1606	1566	1650	71	0	127	0	110	71
1905	2	2	2	23	0	0	2	0	0	0	1301	1095	772	659	555	157	133	0	48	24	3	48
1667	2	1	2	29	0	0	2	2	2	2	971	1052	1066	1042	1111	1136	98	38	0	86	48	45
4762	1	2	1	40	0	0	-1	0	0	0	31	48	2879	3010	2036	1936	61	2964	190	83	95	71
5238	2	2	2	46	0	0	0	2	2	0	2070	2038	2173	2096	1948	1888	95	286	74	0	69	71
3333	1	2	2	27	0	-1	-1	0	0	0	573	48	2598	2627	1600	1617	48	2627	119	119	71	119
3333	2	2	1	33	0	0	0	0	0	0	3169	3161	3135	3178	3060	2953	119	110	119	107	105	102
8571	2	1	2	32	0	0	0	0	0	0	270	419	415	352	281	520	169	167	119	0	282	310
5714	1	2	1	39	1	2	0	0	0	0	5841	5587	5580	5619	5697	5817	0	243	243	208	216	216
476	1	2	2	24	2	2	2	2	2	2	388	398	436	422	463	452	24	52	0	48	0	29
4286	2	2	2	33	-2	-2	-2	-2	-2	-2	269	81	539	185	74	201	81	539	185	74	201	160
1905	1	1	2	26	0	0	0	0	0	0	1227	1075	1093	1110	1135	1155	43	43	40	42	45	43
476	2	2	1	29	1	2	2	2	2	2	290	279	321	310	327	266	0	48	0	25	0	5
2143	2	3	2	25	0	0	0	0	2	0	1036	1064	1092	1132	974	920	44	49	65	0	38	21
476	1	1	2	30	-1	-1	3	2	0	0	8	593	535	519	485	481	636	0	0	24	19	24
4048	2	1	1	39	1	2	0	0	0	2	3836	3474	2837	2873	3043	2979	0	143	119	214	0	143
5714	1	1	2	43	-2	-2	-2	-2	-2	-2	137	0	0	0	0	0	0	0	0	0	0	0
714	1	1	2	28	2	2	2	2	0	0	233	239	234	180	137	93	56	48	0	3	3	1
3571	2	2	1	34	-2	-2	-2	-2	-2	-2	0	0	0	3	0	36	0	0	3	0	36	0
6905	1	1	2	30	0	0	0	0	0	0	5809	5745	5803	5602	5793	5782	264	286	214	286	262	239
3095	1	2	1	38	0	0	0	0	0	0	1455	1462	1492	1542	1078	1154	71	95	119	71	119	48
2143	2	2	2	34	0	0	0	0	0	0	715	696	334	323	341	356	48	36	36	24	24	24
11905	1	1	1	37	1	2	0	0	0	0	12073	11713	10253	8968	8491	7226	8	364	289	293	336	251
2857	2	1	2	37	2	2	2	2	2	2	18	18	18	28	14	25	11	11	21	0	21	0
7143	2	2	1	37	-1	-1	-1	-1	-1	-1	374	275	148	356	164	526	275	149	356	164	526	160
8095	2	2	2	29	0	-1	-1	-1	0	0	1041	395	393	2403	621	481	400	393	2403	482	1	0
1429	1	2	1	38	0	0	2	0	0	0	1736	1693	1605	1513	1430	1344	119	71	71	71	48	71
7619	2	2	2	34	-1	-1	-1	-1	0	-1	186	70	280	1252	873	1008	70	280	1252	0	1008	653
476	2	2	1	41	-1	2	-1	-1	0	0	156	106	36	208	127	97	0	36	208	0	0	40
714	1	2	1	45	1	2	2	0	0	2	340	364	352	352	397	387	37	0	13	51	0	17
1429	2	3	1	58	1	2	0	0	0	0	625	608	633	663	673	687	0	42	48	29	29	27
2381	2	1	1	38	1	-2	-2	-1	-1	2	0	0	0	1	95	8	0	0	1	103	0	248
11667	2	2	1	30	0	0	0	0	0	0	4651	4780	4905	4856	4725	4774	207	239	191	387	157	143
1667	2	2	2	26	2	0	0	2	2	2	978	1011	1072	1048	1117	1096	48	85	0	86	0	43
714	1	2	1	31	0	0	0	-1	-1	-2	316	172	0	55	0	0	39	19	55	0	0	0
1190	1	3	1	48	0	0	0	0	0	0	282	315	334	340	352	356	38	31	12	17	14	19
5238	2	1	1	39	-1	-1	-1	-1	-1	-1	56	27	136	48	368	182	27	137	49	369	183	69
1190	1	2	2	34	0	0	-1	-1	-2	-2	99	0	99	0	0	0	0	99	0	0	0	0
7143	2	2	2	28	-1	-1	-1	-2	-2	-1	14	113	0	0	0	7	113	0	0	0	7	10
1190	2	2	2	34	0	0	0	0	0	0	1083	1101	304	178	199	220	48	49	24	24	33	27
1667	2	2	2	24	0	0	0	0	0	0	1617	1496	1490	960	1159	1099	71	69	48	357	71	52
1190	1	3	2	25	0	0	0	0	0	0	839	863	502	432	438	399	48	48	48	24	24	24
714	1	2	2	30	2	2	2	2	2	2	494	511	495	518	542	551	32	0	31	36	21	0
1190	1	2	1	35	2	2	2	0	0	0	1385	1351	1257	1194	757	772	62	0	33	0	15	764
1190	1	2	1	26	0	0	0	0	0	0	909	677	553	511	429	445	71	34	28	52	21	12
2857	1	3	1	43	2	3	2	2	2	2	987	1011	1068	1087	1104	1129	48	81	43	43	45	49
1667	1	2	2	48	-1	-1	-1	-1	-1	-1	5	4	7	20	8	21	4	7	20	8	21	20
2143	2	1	2	24	-1	-1	-2	-2	-2	-2	12	0	0	0	0	0	0	0	0	0	0	0
1190	1	2	1	49	0	0	0	0	0	-1	1154	1155	1192	1184	339	21	55	55	50	16	21	344
4762	2	3	1	29	1	-2	-1	-1	-1	-1	0	0	24	824	18	0	0	24	824	18	0	0
1905	2	1	2	54	0	0	0	0	0	0	1864	1887	1785	1889	1166	1115	83	134	190	29	36	48
1190	2	2	3	24	0	0	0	0	0	0	974	904	633	235	128	135	38	148	35	52	24	71
5000	1	2	1	45	-1	-1	-1	-1	-1	-1	43	103	96	8	15	77	104	96	8	15	77	93
1190	2	2	2	26	2	0	0	2	2	0	620	644	701	708	693	711	35	68	25	0	29	26
5476	2	1	1	35	-2	-2	-2	-2	-2	-2	214	0	0	0	0	0	0	0	0	0	0	0
11905	1	2	2	33	0	0	0	0	0	0	3202	2731	2958	3119	3284	2842	477	477	478	479	238	239
476	2	2	1	31	1	2	2	2	0	0	231	224	283	272	270	289	0	71	0	10	24	0
4762	2	1	1	43	0	0	0	0	0	0	4783	4701	4784	3468	3485	3564	238	214	143	143	143	143
5476	1	3	1	61	2	2	-2	-2	-2	-2	60	0	0	0	0	0	0	0	0	0	0	0
7619	2	2	1	42	-1	-1	-2	-2	-2	-2	194	0	0	0	0	0	0	0	0	0	0	0
1905	2	2	1	37	-1	-1	-1	-1	-1	-1	35	91	21	10	0	66	91	21	10	0	66	0
4762	1	2	1	38	2	2	2	2	0	0	2435	2499	2522	2444	2312	2334	119	107	0	83	83	214
3810	1	2	1	28	1	-2	-2	-2	-2	-1	0	0	0	0	0	31	0	0	0	0	31	30
1190	2	1	2	30	0	0	0	0	0	0	1095	1094	1080	876	689	550	43	43	31	21	19	19
3333	2	2	2	26	0	0	0	0	0	2	6474	3358	3436	3380	3365	3247	333	171	452	248	0	117
714	2	3	2	40	2	2	2	2	0	0	564	548	600	584	596	608	0	61	0	22	22	111
714	1	1	2	30	1	2	2	2	0	0	524	508	559	543	556	571	0	60	0	21	24	29
12143	2	2	2	48	0	0	0	0	0	-1	2705	2304	1732	1542	572	566	215	190	476	572	566	536
8095	1	1	2	26	0	0	0	0	0	0	5755	5282	4916	4670	4677	4646	190	238	238	191	190	202
476	1	3	1	45	0	0	0	0	0	0	629	652	676	700	714	0	24	24	24	14	0	0
3333	2	1	1	37	0	0	0	0	0	0	3217	3314	3331	2611	2574	2573	160	146	96	96	97	96
8571	2	1	1	36	-2	-2	-2	-2	-2	-2	326	47	14	0	94	0	47	14	0	94	0	55
5000	1	2	3	39	0	0	0	0	0	0	4124	2299	1972	1863	1853	1938	95	119	119	119	119	119
2381	2	3	3	43	0	0	0	0	0	0	1466	1218	1043	943	851	792	48	38	36	48	36	24
3333	1	2	2	36	1	2	2	2	2	2	1061	1085	1098	1120	1146	1167	48	38	48	48	43	0
3095	1	2	2	33	2	2	2	-1	-1	-2	28	52	48	17	0	0	48	0	17	0	0	0
10952	1	1	1	39	2	2	5	5	5	5	59	59	59	59	59	59	0	0	0	0	0	0
2857	2	2	2	30	0	0	0	0	0	0	400	418	429	433	215	285	32	27	15	15	95	43
2619	2	3	3	44	2	2	2	2	2	2	920	945	970	988	1002	1025	48	48	40	38	43	43
1190	1	3	1	41	0	0	2	2	2	2	134	1117	1092	1159	1179	1204	1002	0	93	45	48	0
5714	2	1	2	33	0	0	0	0	0	0	2379	2193	2028	1977	1870	1869	83	100	86	71	71	71
1429	2	1	2	28	1	2	2	-2	-2	-1	512	492	0	0	0	54	0	0	0	0	54	0
476	2	2	2	24	2	0	0	0	0	3	71	95	121	142	162	154	29	31	28	24	0	0
11905	2	2	2	28	0	0	0	0	0	0	5130	4803	3361	3104	3010	2694	176	112	92	86	82	76
3333	2	1	2	30	1	2	0	0	0	0	3557	3470	3434	3440	3438	2871	0	127	132	139	100	103
1667	1	2	1	44	0	0	0	0	0	0	338	361	369	363	321	282	36	38	36	24	14	36
1190	2	1	1	50	1	2	0	0	0	0	1195	1149	1182	1049	1093	1081	0	185	71	71	119	71
5714	2	2	2	29	0	0	0	0	0	0	2192	2014	2145	2148	2139	2282	119	214	167	120	521	132
1190	2	2	1	39	-1	-1	-1	-1	-1	-1	9	9	9	9	9	9	9	9	9	9	9	9
3571	2	1	1	29	1	-1	-1	-2	-2	-2	0	6	0	0	0	0	6	0	0	0	0	16
1190	2	2	1	47	2	0	0	2	2	2	262	287	363	367	379	369	37	89	17	21	0	14
5714	2	2	1	37	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0
1429	2	2	2	57	0	0	0	0	0	0	1276	998	716	720	720	709	48	48	55	48	71	36
2381	1	2	2	33	0	0	3	2	0	0	837	942	921	892	905	0	127	0	0	18	0	0
5476	1	3	2	34	0	0	0	0	0	0	3265	3292	3043	3107	2623	2673	160	155	155	110	119	119
1429	2	2	2	55	1	2	0	0	0	0	1459	1407	1301	1335	695	710	0	54	62	23	24	24
476	1	2	1	50	0	0	0	0	0	2	131	158	180	204	239	231	29	29	31	38	0	14
1429	2	1	2	22	2	0	0	0	0	-1	1401	1452	1383	1426	468	699	88	33	48	12	714	26
8571	2	1	1	45	-2	-2	-2	-2	-2	-2	81	63	25	13	20	53	63	25	13	20	53	19
5000	1	3	1	47	-2	-2	-2	-2	-2	-2	154	86	246	208	284	214	86	247	208	284	214	177
476	2	2	1	26	0	0	0	0	0	0	1748	1789	1840	1770	237	256	62	60	48	24	24	24
1190	1	3	1	40	-1	-1	-1	-1	-1	-1	30	60	4	30	9	9	60	4	30	9	9	9
3095	1	2	1	52	-1	2	-1	-1	0	0	166	98	25	8	8	9	0	25	17	0	0	32
4286	2	1	2	26	1	-2	-2	-2	-1	-1	0	0	0	0	7	180	0	0	0	7	180	0
1190	1	2	2	24	0	0	0	0	0	0	1168	1165	1170	459	447	456	49	31	17	19	19	6
4762	2	1	1	31	-1	-1	-1	-1	-1	-1	6	148	138	20	48	48	148	138	20	48	48	246
5952	2	1	2	37	0	0	0	0	0	0	2782	2323	2165	2082	2006	1923	82	79	72	70	70	72
11905	1	1	1	45	-1	-1	-1	-1	-1	-1	242	175	279	258	216	310	176	281	260	217	311	168
5476	2	2	2	25	0	0	0	0	-1	0	458	390	282	238	1484	1257	48	48	119	1556	48	48
10000	2	1	2	41	-1	-1	-1	-1	0	0	528	363	322	1925	936	639	363	322	1925	19	20	1794
4762	1	3	2	28	0	0	0	0	0	0	1302	1099	1050	606	420	452	262	71	71	48	71	238
5714	2	2	1	41	-2	-1	-1	-1	-2	-2	20	41	4445	131	63	35	42	4464	131	63	35	0
6429	2	4	2	42	-2	-2	-2	-2	-2	-2	342	44	219	49	15	6	44	219	49	15	6	0
476	1	3	2	32	1	2	0	0	0	0	487	425	452	467	433	442	0	40	31	16	16	18
10476	1	1	2	52	2	0	0	0	0	0	10110	9956	9781	9611	9815	10863	357	349	345	359	1214	643
4048	1	2	2	29	-2	-2	-2	-2	-2	-2	290	238	238	238	238	377	238	238	238	238	378	238
7143	2	2	2	28	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0
4762	1	2	1	37	0	0	0	0	0	0	4754	4861	4819	4109	4090	4070	221	187	152	155	156	148
6190	2	2	2	30	-2	-2	-2	-2	-2	-2	106	4	33	24	10	140	4	33	24	10	140	31
8571	2	1	3	35	-2	-2	-2	-2	-2	-2	85	61	0	0	0	165	61	0	0	0	165	0
5476	1	1	1	46	1	2	2	2	2	2	4517	4598	4691	4769	4834	4754	190	202	190	179	0	158
2857	2	1	2	27	-1	-1	-2	-2	-2	-2	460	0	0	0	0	0	0	0	0	0	0	0
4762	2	3	2	47	2	2	2	2	2	2	4748	4832	4618	4671	4766	4522	196	167	162	170	0	163
1190	1	2	1	51	0	0	0	0	0	0	80	93	107	127	152	168	24	25	31	36	29	3
8333	2	2	1	32	-2	-2	-1	0	0	0	468	5709	193	4735	4554	4361	5768	193	4732	167	155	167
10000	1	2	1	41	0	0	0	0	0	0	4604	4716	4824	4714	4766	61	119	118	143	121	25	4352
3571	2	2	2	26	0	0	0	0	0	0	3035	2871	2828	2795	2532	2433	143	107	129	93	107	95
4762	1	2	1	36	-1	-1	-1	-1	-1	-1	111	111	111	111	111	111	111	111	111	111	111	111
5238	2	2	2	27	-1	-1	-1	-1	0	-1	25	18	10	35	27	18	18	10	35	0	18	52
1905	2	2	1	34	0	0	0	0	0	0	1701	1735	1778	1764	1792	1834	63	71	78	71	71	74
952	1	1	2	29	1	2	2	2	2	2	897	876	952	928	940	936	0	90	0	29	0	0
3571	2	3	1	48	2	2	2	2	2	2	2015	1830	1492	1411	1095	1262	142	0	238	0	476	0
2619	1	3	2	49	0	0	0	0	0	0	2713	2685	2629	1156	1064	1140	117	104	297	119	126	119
6905	2	1	1	33	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0
4286	2	2	2	35	-1	-1	-1	-1	-1	0	364	100	31	0	112	112	100	31	0	112	0	38
1905	1	2	2	24	0	0	0	0	0	0	1882	1931	1666	1118	1108	1127	91	67	48	40	48	43
7143	1	1	2	43	-1	-1	-1	-1	0	0	4	60	203	342	387	454	60	203	342	95	156	0
5476	2	1	1	49	-2	-2	-2	-2	-2	-2	25	7	214	43	95	172	7	214	43	95	172	88
1190	2	2	2	23	1	-1	-1	-1	-1	0	431	98	0	6	681	572	167	0	6	1107	48	71
4048	2	2	2	32	0	0	0	0	-1	0	260	200	135	150	105	18	146	98	165	158	0	399
1190	1	2	2	54	1	2	0	0	0	0	1146	1116	647	657	665	652	0	33	29	36	24	36
1190	1	2	2	25	1	2	0	0	-1	0	262	226	102	0	162	132	0	24	0	162	48	90
7143	1	3	1	37	-1	-1	-1	-1	-1	-1	117	68	80	47	105	60	68	80	47	105	60	27
4762	2	2	1	36	-1	-1	-1	-1	-1	-1	25	97	26	26	26	26	98	26	26	26	26	26
3810	2	1	2	28	-2	2	0	0	0	0	99	94	140	245	282	312	0	48	119	72	48	48
476	1	3	2	22	1	2	0	0	0	0	452	437	439	449	465	504	0	40	24	24	50	0
1429	1	2	1	46	0	0	0	0	0	0	1369	1410	1430	1398	471	458	64	72	35	16	24	29
